videoID,category,views,length
i2AQjjZp6Jk,Sports,544478,25
25anhDOoKaA,Sports,532907,282
KFgkzOSBA2s,Sports,529722,619
YMJ0fxZaRD4,Sports,527806,1262
wqQhQSbe6fw,Sports,523034,27
_wczw4PlKuE,Sports,522017,15
YaBVZQUX4-w,Sports,512573,206
0THMNxwHEYM,Sports,508055,60
YSgSCki7Os4,Sports,506712,283
3_1Y8UoLIu4,Sports,504509,172
X2NHqSXftzU,Sports,504484,218
5K4aaQTdAcQ,Sports,498458,64
96eSrFlUVh0,Sports,492913,27
z8bVx43qlHo,Sports,479393,52
u0rMe2Vyb9E,Sports,477114,210
WAyTK6jF5o8,Sports,476665,56
UmfuDZ5Sa1Q,Sports,476591,225
YDNZzseSeJ8,Sports,475095,95
bNF_P281Uu4,Travel & Places,5231539,222
s5ipz_0uC_U,Travel & Places,1198840,299
6jJW7aSNCzU,Travel & Places,1143287,222
dVRUBIyRAYk,Travel & Places,1000309,68
lqbt6X4ZgEI,Travel & Places,921593,383
RIH1I1doUI4,Travel & Places,879577,152
AlPqL7IUT6M,Travel & Places,845180,89
_5QUdvUhCZc,Travel & Places,819974,105
m9A_vxIOB-I,Travel & Places,677876,66
CL6f3Cyh85w,Travel & Places,611786,374
8L7SxcBiDOY,Travel & Places,610636,55
bGkZSiENKIA,Travel & Places,600439,39
Yco1deXOzN8,Travel & Places,599951,157
eSoruzRkj7g,Travel & Places,565671,308
L39U44T7kYo,Travel & Places,538716,221
Ppl2TZ8mHkk,Travel & Places,523425,17
zG4ztixR2KM,Travel & Places,487502,81
oK4zDUawUbo,Travel & Places,459831,143
mUpeibKLf6o,Travel & Places,382233,114
bds7TK285bE,Travel & Places,369338,370
Am92x82ZBK4,Travel & Places,357162,72
G2Rvr_5qrH0,Travel & Places,316822,20
h3gdSHGcUU4,Travel & Places,301794,253
tIzycq8252Q,Travel & Places,299294,326
JFeSH655mas,Travel & Places,280905,98
6O693hI8Oco,Travel & Places,273857,41
tKEEIK4LzPU,Travel & Places,273268,27
V_3Ogv-bjO4,Travel & Places,269925,201
rwTFDKX7zLA,Travel & Places,227899,104
HbfLYjHjqH4,Travel & Places,223463,584
GfMJoYLNzLw,Travel & Places,222709,512
vaFItVVzTDI,Travel & Places,215418,483
hjNKZU0g_lU,Travel & Places,211972,16
xIvIWJbzimo,Travel & Places,207506,308
3Z9dJYkpesE,Travel & Places,199400,247
7WmMcqp670s,Travel & Places,197557,164
-_2gW3zwMMQ,Travel & Places,185102,398
dwiq4wOqg9o,Travel & Places,184598,249
ptK9QsskXh8,Travel & Places,184545,42
nC114g9p2ug,Travel & Places,176984,270
-QMaS4pB9rw,Travel & Places,174238,66
nBeuBwH8_Bo,Travel & Places,163407,599
tUmsUr5n2Vs,Travel & Places,163258,103
-OdFT21AhK8,Travel & Places,157100,397
9JevjtlDxzU,Travel & Places,153338,538
HIRdqVprm-4,Travel & Places,152982,206
enWiFcsBqIE,Travel & Places,150592,3794
JyFXVslYYzI,Travel & Places,146282,384
ryXab3Zusrg,Travel & Places,139441,198
AbaHpdWAUJg,Travel & Places,137853,284
n1zgDN1vpPQ,Travel & Places,137363,467
TBuX9egOyjM,Travel & Places,137229,39
kxBDOtMR7UM,Travel & Places,136107,295
yB2KvyiFUws,Travel & Places,133773,6
AcdnNs4rDJ4,Travel & Places,132027,132
ZDfj8BH6aos,Travel & Places,131461,248
LuNu2a4FGTI,Travel & Places,131161,490
WF6HCSraB04,Travel & Places,130691,586
QxtpB1FxARQ,Travel & Places,124915,448
leS6hCwy308,Travel & Places,121445,438
XQgnv_q8viM,Travel & Places,114280,438
eSvnOT_aXC8,Travel & Places,111135,249
MEvoy_owET8,Travel & Places,109673,921
sIBshbaha9U,Travel & Places,108934,637
N3srEUzISC0,Travel & Places,107888,106
EjXJgxrTQDc,Travel & Places,104191,368
UpyYnyViLq8,Travel & Places,103636,222
HJo7ZkLwkng,Travel & Places,101942,160
EgjkNxKitGA,Travel & Places,100125,383
qM7PepMokRw,Travel & Places,99807,598
waMBt6EnsT8,Travel & Places,99253,788
jm7VJiqL-ws,Travel & Places,98051,31
ToLE9XdcHDI,Travel & Places,97359,556
aJekIj6d0XE,Travel & Places,96679,922
WBMnJz740pA,Travel & Places,96205,451
y_dGVOXsyX0,Travel & Places,95073,149
0OKkoJ735hY,Travel & Places,94575,40
VJKwojbWm18,Travel & Places,94205,204
TZjDbzROidQ,Travel & Places,92761,542
Fs0kLjezqBQ,Travel & Places,92175,47
8rNNXdQa1rY,Travel & Places,91560,276
XNGpprwRymA,Travel & Places,89486,81
zmbEGcNG4B0,Travel & Places,89211,25
R6AOvStZS64,Travel & Places,88799,3252
NtQdfWwJgfU,Travel & Places,88309,186
hxJJtVyx2d0,Travel & Places,87910,64
TemK6CF6lF0,Travel & Places,87786,376
I8B2aXByuUo,Travel & Places,87458,600
S2rqZfVxP7w,Travel & Places,87177,99
TgENINXPrAM,Travel & Places,85673,2079
faRuOjqQNiE,Travel & Places,85208,579
mE4M72dCnkI,Travel & Places,84951,196
EXVQI6F7H5Q,Travel & Places,83419,36
o--Yi5P5akg,Travel & Places,83065,408
mj_lHoElFcM,Travel & Places,82450,29
X7t8LdaJxSg,Travel & Places,82047,72
lj5ijTswX_I,Travel & Places,81560,172
bRSTIUjhfa8,Travel & Places,81476,229
ZfbTO0GlONU,Travel & Places,81458,244
s4V_K4eEmbQ,Travel & Places,81175,184
